2.272727272727273373e+00 2.114876033057851856e+01 1.670997685220082518e+00
2.575757575757577911e+00 2.499632690541784541e+01 4.536384830537912904e+01
2.878787878787878896e+00 2.921120293847566884e+01 7.620991380676267468e+00
3.181818181818183433e+00 3.379338842975209189e+01 7.565008687968694190e+00
3.484848484848484418e+00 3.874288337924700443e+01 3.182886614935058134e+01
3.787878787878788955e+00 4.405968778696053789e+01 1.246164635888559680e+01
4.090909090909089940e+00 4.974380165289254307e+01 2.182486887956932620e+01
4.393939393939394478e+00 5.579522497704317630e+01 1.426682665334480049e+01
4.696969696969699015e+00 6.221395775941235229e+01 4.004842592080423458e+01
5.000000000000000000e+00 6.900000000000000000e+01 1.953537849948175875e+01
5.303030303030304538e+00 7.615335169880628996e+01 4.521237257205005022e+01
5.606060606060605522e+00 8.367401285583102322e+01 2.499802697557274200e+01
5.909090909090910060e+00 9.156198347107441293e+01 7.868398177937957705e+00
6.212121212121211045e+00 9.981726354453624594e+01 2.345182051847952565e+01
6.515151515151515582e+00 1.084398530762167212e+02 9.867698799985275215e+00
6.818181818181820120e+00 1.174297520661157535e+02 2.680016663231385365e+01
7.121212121212121104e+00 1.267869605142332290e+02 4.684027634494879067e+01
7.424242424242425642e+00 1.365114784205693752e+02 1.344570278301745425e+01
7.727272727272726627e+00 1.466033057851239505e+02 3.158559062596889433e+01
8.030303030303031164e+00 1.570624426078971965e+02 9.245746545506190017e+00
8.333333333333335702e+00 1.678888888888889710e+02 2.725193275414445182e+01
8.636363636363636687e+00 1.790826446280991888e+02 1.907797706764938184e+01
8.939393939393941224e+00 1.906437098255280773e+02 1.008299953325965603e+01
9.242424242424242209e+00 2.025720844811753807e+02 1.056089877631361063e+01
9.545454545454546746e+00 2.148677685950413547e+02 4.601716865672032952e+01
9.848484848484847731e+00 2.275307621671257721e+02 8.688988783997764198e-01
1.015151515151515227e+01 2.405610651974288885e+02 9.920035867512860150e+00
1.045454545454545681e+01 2.539586776859505051e+02 2.742820860458407140e+01
1.075757575757575779e+01 2.677235996326905365e+02 5.981482001288523698e+00
1.106060606060606233e+01 2.818558310376492955e+02 4.919573541440819042e+01
1.136363636363636331e+01 2.963553719008264125e+02 4.135130756507940220e+01
1.166666666666666785e+01 3.112222222222222854e+02 4.880523438198798658e+01
1.196969696969696884e+01 3.264563820018364595e+02 1.626355355578031947e+01
1.227272727272727337e+01 3.420578512396694464e+02 5.360410718908409144e+00
1.257575757575757791e+01 3.580266299357209618e+02 2.762035191475081319e+01
1.287878787878787890e+01 3.743627180899908353e+02 3.685548182569012710e+01
1.318181818181818343e+01 3.910661157024794647e+02 4.809757196977487936e+00
1.348484848484848442e+01 4.081368227731863954e+02 2.455053464585149392e+00
1.378787878787878896e+01 4.255748393021120819e+02 4.806497243576791334e+01
1.409090909090909349e+01 4.433801652892562970e+02 3.982115782999508014e+01
1.439393939393939448e+01 4.615528007346189270e+02 1.449656955071338871e+01
1.469696969696969902e+01 4.800927456382003129e+02 7.923848542798140215e+00
1.500000000000000000e+01 4.990000000000000000e+02 4.156019745075367666e+01
